use_tms,disp_rtm_s,asset_nm_new
2406,2700,청설루
115,2400,청락
1003,2100,아적자위여해1:나의고슴도치그녀1
5040,5040,응답하라1988
870,3720,플레이어
606,2700,천고결진
1291,2700,천고결진
4260,4260,경이로운소문2:카운터펀치
1148,2460,주선청운지
1318,2460,학려화정
1996,2400,소녀대인
2371,2640,호심
2542,2580,포청천포공기안
2640,2640,창란결
211,1620,서브미션
1744,2460,일불소심묘상니:넌내게반했냥
2520,2520,용주전기무간도
897,2220,아적자위여해1:나의고슴도치그녀1
3960,3960,응답하라1994
3960,3960,응답하라1994
3960,3960,응답하라1994
2047,2460,학려화정
140,2460,일불소심묘상니:넌내게반했냥
1344,2220,군구령
2220,2220,군구령
2161,2700,차시천하
2069,2520,구소한야난-너의온도
825,2520,구소한야난-너의온도
2153,2520,구소한야난-너의온도
1045,2760,양릉전
2515,2700,청설루
2037,2700,장야2
1786,2400,소녀대인
392,2400,소녀대인
2317,2640,택천기
1749,2400,학려화정외전:별운간
2700,2700,천고결진
2555,2700,차시천하
2520,2520,용주전기무간도
1897,2400,학려화정
726,2700,경경아심:두근두근내마음을들어봐
2089,2700,경경아심:두근두근내마음을들어봐
827,2520,구소한야난-너의온도
2010,2520,구소한야난-너의온도
2326,2520,구소한야난-너의온도
2520,2520,구소한야난-너의온도
1186,4140,응답하라1994
4140,4140,응답하라1994
4140,4140,응답하라1994
4140,4140,응답하라1994
501,2160,병리호
2344,2700,장야2
111,1800,저소자진수:이녀석참잘생겼네
610,2520,구소한야난-너의온도
1381,2520,구소한야난-너의온도
1523,2520,구소한야난-너의온도
1000,2520,구소한야난-너의온도
2085,2700,차시천하
2520,2520,용주전기무간도
2389,2520,용주전기무간도
2520,2520,용주전기무간도
2100,2100,창란결
726,2580,경경아심:두근두근내마음을들어봐
691,2580,경경아심:두근두근내마음을들어봐
682,2400,구소한야난-너의온도
4380,4380,응답하라1994
3080,4380,응답하라1994
2693,4380,응답하라1994
4380,4380,응답하라1994
1990,2400,학려화정
1094,2400,소녀대인
844,2400,소녀대인
2510,2640,경경아심:두근두근내마음을들어봐
1086,2640,경경아심:두근두근내마음을들어봐
4558,4560,응답하라1988
2840,4560,응답하라1988
2234,4560,응답하라1988
2666,2700,청설루
991,2700,청설루
1716,2700,청설루
2111,2520,학려화정
1384,1920,삼생초월로맨스-우룡
2320,2700,천고결진
1374,2160,아적자위여해1:나의고슴도치그녀1
2520,2520,용주전기무간도
573,2760,장야2
2136,2760,장야2
2460,2460,구소한야난-너의온도
2403,2460,구소한야난-너의온도
611,2760,양릉전
1820,2580,학려화정
2419,2460,옹정황제의여인
161,2460,주선청운지
2700,2700,금의지하
241,2700,금의지하
1692,2520,구소한야난-너의온도
1144,2520,구소한야난-너의온도
886,2520,구소한야난-너의온도
1134,2580,포청천포공기안
1512,2580,포청천포공기안
2285,2760,장야2
2416,2760,차시천하
580,2100,재하리우
1196,2100,재하리우
883,4800,사랑의불시착
973,1500,빙당일하:한여름의아이스캔디처럼
121,2160,아적자위여해2:나의고슴도치그녀2
2446,2760,진정령
679,2700,청설루
1697,2700,청설루
4140,4140,경이로운소문
3267,4140,경이로운소문
1557,4140,경이로운소문
2770,4140,경이로운소문
4140,4140,경이로운소문
1359,4140,경이로운소문
4140,4140,경이로운소문
4140,4140,경이로운소문
4140,4140,경이로운소문
1263,2580,경경아심:두근두근내마음을들어봐
710,2580,경경아심:두근두근내마음을들어봐
2423,2580,경경아심:두근두근내마음을들어봐
1965,2280,경경아심:두근두근내마음을들어봐
854,2280,경경아심:두근두근내마음을들어봐
1730,2280,경경아심:두근두근내마음을들어봐
1686,2280,경경아심:두근두근내마음을들어봐
460,1500,빙당일하:한여름의아이스캔디처럼
772,1500,빙당일하:한여름의아이스캔디처럼
2667,2700,호심
2580,2580,포청천포공기안
1984,2700,차시천하
2700,2700,차시천하
987,2220,아적자위여해1:나의고슴도치그녀1
2007,2700,청설루
415,2700,청설루
126,2700,장야2
1218,2460,일불소심묘상니:넌내게반했냥
2213,2580,포청천포공기안
393,2580,포청천포공기안
462,2580,포청천포공기안
1800,1800,재하리우
445,1800,재하리우
5184,5340,응답하라1988
1215,2760,장야2
2213,2460,호심
4920,4920,응답하라1994
4920,4920,응답하라1994
4920,4920,응답하라1994
2282,2700,청설루
1916,2400,소녀대인
2700,2700,차시천하
2236,2700,차시천하
1391,2220,아적자위여해1:나의고슴도치그녀1
2368,2760,구소한야난-너의온도
2520,2520,용주전기무간도
4500,4500,응답하라1994
4500,4500,응답하라1994
4500,4500,응답하라1994
5880,5880,응답하라1988
5880,5880,응답하라1988
1628,2700,청설루
955,2700,청설루
2408,2700,차시천하
2700,2700,차시천하
1891,2700,차시천하
2700,2700,차시천하
415,2520,구소한야난-너의온도
2416,2520,구소한야난-너의온도
2520,2520,구소한야난-너의온도
1531,2520,구소한야난-너의온도
2580,2580,포청천포공기안
2726,2760,청설루
1854,2460,학려화정
2700,2700,차시천하
1780,2700,차시천하
2580,2580,포청천포공기안
454,2520,초요
2178,2400,학려화정
1926,2400,소녀대인
1630,1860,삼생연기시청환
795,2700,설산비호
279,2460,일불소심묘상니:넌내게반했냥
1095,2160,경경아심:두근두근내마음을들어봐
2115,2160,경경아심:두근두근내마음을들어봐
1587,2400,소녀대인
846,2400,소녀대인
1897,2520,창란결
790,2520,창란결
248,2460,주선청운지
607,2760,청설루
2279,2760,장야2
376,2520,경경아심:두근두근내마음을들어봐
2284,2520,경경아심:두근두근내마음을들어봐
545,2520,경경아심:두근두근내마음을들어봐
2626,2760,청설루
2466,2760,장야2
1909,2400,소녀대인
2322,2700,천고결진
960,2700,천고결진
2011,2700,천고결진
1843,2700,구소한야난-너의온도
2580,2580,택천기
2354,2580,택천기
2627,2760,장야2
2181,2700,장야2
471,2460,청락
2220,2220,군구령
2405,2700,차시천하
2112,2460,일불소심묘상니:넌내게반했냥
471,2580,경경아심:두근두근내마음을들어봐
1542,2580,경경아심:두근두근내마음을들어봐
1593,2160,아적자위여해1:나의고슴도치그녀1
6120,6120,슬기로운감빵생활
2580,2580,포청천포공기안
2321,2700,진정령
404,2700,진정령
5760,5760,사랑의불시착
915,5760,사랑의불시착
2260,2760,청설루
3720,3720,경이로운소문2:카운터펀치
2696,3720,경이로운소문2:카운터펀치
3720,3720,경이로운소문2:카운터펀치
1961,2400,학려화정
1790,2460,학려화정
2365,2760,장야2
397,2700,천고결진
1105,2700,천고결진
1920,2700,천고결진
1152,2460,일불소심묘상니:넌내게반했냥
562,5760,슬기로운감빵생활
957,5760,슬기로운감빵생활
5165,5820,슬기로운감빵생활
5820,5820,슬기로운감빵생활
80,2580,택천기
864,1740,하화
544,2220,아적자위여해1:나의고슴도치그녀1
5700,5700,슬기로운감빵생활
1397,5700,슬기로운감빵생활
3600,3600,플레이어
2580,2580,포청천포공기안
124,5940,응답하라1988
3876,5940,응답하라1988
5940,5940,응답하라1988
5251,5940,응답하라1988
731,5940,응답하라1988
1972,5940,응답하라1988
5857,5940,응답하라1988
2205,2700,진정령
370,2700,청설루
2700,2700,청설루
1027,2460,일불소심묘상니:넌내게반했냥
2532,2700,청설루
2063,2760,장야2
748,2760,장야2
2700,2700,천고결진
2580,2580,경쌍성
2530,2700,호심
1435,2460,호심
725,4680,사랑의불시착
707,4680,사랑의불시착
2210,4680,사랑의불시착
750,4680,사랑의불시착
2520,2520,구소한야난-너의온도
1017,2520,구소한야난-너의온도
2594,2700,경경아심:두근두근내마음을들어봐
2700,2700,경경아심:두근두근내마음을들어봐
2520,2520,용주전기무간도
2520,2520,용주전기무간도
642,5460,슬기로운감빵생활
1244,5460,슬기로운감빵생활
124,2700,청설루
2300,2700,청설루
1041,2700,천고결진
1381,2400,경경아심:두근두근내마음을들어봐
1146,2400,경경아심:두근두근내마음을들어봐
461,2400,경경아심:두근두근내마음을들어봐
2503,2580,포청천포공기안
720,2700,차시천하
1800,2700,차시천하
1856,2460,일불소심묘상니:넌내게반했냥
2580,2580,부요황후
2118,2400,학려화정
2530,2700,차시천하
793,1800,삼생연기시청환
1217,1800,삼생연기시청환
1715,1800,삼생연기시청환
1192,2580,택천기
1736,2580,택천기
2372,2580,택천기
2700,2700,천고결진
2097,2280,아적자위여해1:나의고슴도치그녀1
2580,2580,택천기
672,2580,택천기
6000,6000,응답하라1988
505,6000,응답하라1988
6000,6000,응답하라1988
4896,5040,사랑의불시착
1425,2400,학려화정
60,2400,학려화정
63,2700,상고정가
3720,3720,응답하라1994
3720,3720,응답하라1994
1582,3720,응답하라1994
1260,3720,응답하라1994
1258,3720,응답하라1994
2580,2580,택천기
2580,2580,택천기
4059,5160,응답하라1988
2101,2460,학려화정
740,2640,경경아심:두근두근내마음을들어봐
189,2640,경경아심:두근두근내마음을들어봐
2236,2640,경경아심:두근두근내마음을들어봐
558,2520,용주전기무간도
61,2520,용주전기무간도
2520,2520,용주전기무간도
217,2340,삼국지1993
1775,2580,초요
1851,4200,사랑의불시착
2580,2580,구소한야난-너의온도
840,2580,구소한야난-너의온도
2580,2580,구소한야난-너의온도
2580,2580,구소한야난-너의온도
2580,2580,구소한야난-너의온도
675,2580,구소한야난-너의온도
2250,2580,구소한야난-너의온도
2342,2520,호심
2650,2700,청설루
274,2700,설산비호
198,2340,군구령
2278,2700,천고결진
2520,2520,용주전기무간도
2520,2520,용주전기무간도
272,3540,MIU404
197,3540,MIU404
2138,2700,차시천하
153,1320,금일의가유:오늘도힘내
2520,2520,구소한야난-너의온도
2520,2520,구소한야난-너의온도
4020,4020,경이로운소문2:카운터펀치
299,2640,주선청운지
2442,2700,진정령
1889,2400,학려화정
2520,2520,구소한야난-너의온도
1265,2520,구소한야난-너의온도
1049,2760,절대쌍교:소어아와화무결
3999,4020,경이로운소문2:카운터펀치
1059,4020,경이로운소문2:카운터펀치
4020,4020,경이로운소문2:카운터펀치
2344,2400,소녀대인
809,2520,구소한야난-너의온도
1930,2520,구소한야난-너의온도
414,2520,구소한야난-너의온도
2520,2520,구소한야난-너의온도
1832,2520,구소한야난-너의온도
3720,3720,플레이어
2338,2460,학려화정
805,2760,장야2
1510,2760,장야2
749,2400,청락
131,2700,천고결진
2665,2700,차시천하
1393,2220,아적자위여해1:나의고슴도치그녀1
651,2400,소녀대인
984,2580,택천기
2021,2760,장야2
2580,2580,야야상견불식군:나의스파이신부
4140,4140,경이로운소문2:카운터펀치
1266,4140,경이로운소문2:카운터펀치
658,2520,용주전기무간도
1929,2520,용주전기무간도
755,2520,용주전기무간도
5400,5400,응답하라1988
5400,5400,응답하라1988
2451,2460,옹정황제의여인
195,2700,장야2
1566,2760,장야2
664,2520,경경아심:두근두근내마음을들어봐
2499,2520,경경아심:두근두근내마음을들어봐
311,3480,백일의낭군님:입문서
3480,3480,백일의낭군님:입문서
2760,2760,진정령
2580,2580,창란결
746,2520,구소한야난-너의온도
2120,2520,구소한야난-너의온도
813,2520,구소한야난-너의온도
5880,5880,응답하라1988
5880,5880,응답하라1988
293,5880,응답하라1988
5880,5880,응답하라1988
2512,5040,사랑의불시착
2266,5040,사랑의불시착
2476,2700,청설루
2129,2700,장야2
2531,2700,차시천하
1445,1920,하화
1920,1920,소년강호
2254,2400,학려화정
518,2400,소녀대인
2220,2220,창란결
2563,2580,구소한야난-너의온도
1032,2340,청락
2280,2280,군구령
1476,2520,경경아심:두근두근내마음을들어봐
1644,2520,경경아심:두근두근내마음을들어봐
141,2520,경경아심:두근두근내마음을들어봐
1502,2520,경경아심:두근두근내마음을들어봐
2520,2520,경경아심:두근두근내마음을들어봐
2681,2700,차시천하
2511,2580,포청천포공기안
2175,2700,천고결진
490,2700,천고결진
385,780,란이TV시즌2
233,780,란이TV시즌2
600,600,런민기TV시즌2
285,600,런민기TV시즌2
720,720,란이TV시즌3
806,960,런민기TV시즌4카러플
201,960,런민기TV시즌4카러플
780,780,로빈TV미니게임PART1
1380,1380,백앤아Part3
360,360,흔한남매의안흔한일기3
149,600,도로시게임플래시2
406,840,코봉월드TV웃긴상황극
595,840,코봉월드TV웃긴상황극
586,840,코봉월드TV웃긴상황극
1440,1440,돼지저금통
411,480,히히튜브공룡세상
600,600,급식게임즈시즌1
1320,1320,백앤아Part2
339,720,아려랑TV로블록스월드3
270,720,아려랑TV로블록스월드3
348,1200,백앤아Part2
1500,1500,백앤아남매튜브2
900,900,런민기TV
1500,1500,슈뻘맨TV
600,600,도로시게임델타룬
642,1200,백앤아Part2
820,1200,백앤아Part2
871,1440,백앤아게임튜브
707,1440,백앤아게임튜브
1380,1380,흔한남매
420,1380,흔한남매
1380,1380,흔한남매
1380,1380,흔한남매
1200,1200,흔한남매와안흔한친구들
960,960,럭키루시TV로블록스월드9
960,960,럭키루시TV로블록스월드9
635,660,로빈TV미니게임PART2
133,1320,말량n홍챠TV시즌2
1186,1320,말량n홍챠TV시즌2
646,1320,말량n홍챠TV시즌2
726,1320,말량n홍챠TV시즌2
507,1440,말량n홍챠TV
1260,1260,짱구는못말려23기
1440,1440,짱구는못말려15기
1440,1440,짱구는못말려15기
1440,1440,짱구는못말려15기
1440,1440,짱구는못말려15기
1260,1260,짱구는못말려10기
1260,1260,짱구는못말려10기
1440,1440,짱구는못말려15기
590,1260,짱구는못말려23기
1380,1380,짱구는못말려15기
841,1200,짱구는못말려22기
728,780,로빈TV미니게임PART6
1320,1320,짱구는못말려10기
1320,1320,짱구는못말려10기
1320,1320,짱구는못말려10기
1260,1260,짱구는못말려10기
1260,1260,짱구는못말려10기
1260,1260,짱구는못말려10기
1260,1260,짱구는못말려10기
793,1260,짱구는못말려10기
840,840,마카앤로니2
1380,1380,짱구는못말려11기
1440,1440,짱구는못말려15기
1440,1440,짱구는못말려15기
600,600,체리툰
600,600,체리툰
1260,1260,짱구는못말려22기
1200,1200,짱구는못말려10기
1200,1200,짱구는못말려10기
1200,1200,짱구는못말려10기
1260,1260,짱구는못말려22기
1260,1260,짱구는못말려22기
1260,1260,짱구는못말려22기
1260,1260,짱구는못말려22기
1260,1260,짱구는못말려22기
1260,1260,짱구는못말려10기
1260,1260,짱구는못말려10기
1260,1260,짱구는못말려10기
1260,1260,짱구는못말려10기
1380,1380,짱구는못말려15기
1440,1440,짱구는못말려11기
1440,1440,짱구는못말려11기
600,600,슈퍼흰둥이
86,600,슈퍼흰둥이
1260,1260,짱구는못말려10기
1260,1260,짱구는못말려10기
1440,1440,짱구는못말려11기
1260,1260,짱구는못말려22기
600,600,바보엉아게임세상
1260,1260,짱구는못말려22기
1440,1440,짱구는못말려15기
1440,1440,짱구는못말려11기
